id,data_reclamacao,estado,regiao,categoria,status,texto
2582,2024-01-23,DF,Centro-Oeste,Comércio Eletrônico,Resolvida,Comprei um produto na Americanas no dia 25 de dezembro e até agr naum recebi. O prazo era de 10 dias e já se passaram 25.  Espero solução urgente.
2583,2024-12-10,SP,Sudeste,Bancos e Cartões,Não resolvida,"ROUBARAM MEU CARTÃO E O Bradesco NÃO QUER ESTORNAR!!! 3 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 901,84!!! ABSURDO!!!"
2584,2023-01-28,SP,Sudeste,Comércio Eletrônico,Não resolvida,O produto chegou com defeito e a Magazine Luiza insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC.  Já não tenho paciência.
2585,2024-03-05,ES,Sudeste,Energia Elétrica,Não resolvida,A luz caiu na minha rua às 14h56 de 14-04-2023 e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.
2586,2024-06-20,MS,Centro-Oeste,Telecomunicações,Resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 10,67 aparece na minha fatura há 10 meses.  Não recomendo a empresa. 👎"
2587,2023-12-09,PR,Sul,Bancos e Cartões,Resolvida,"Olá, tive uma compra não reconhecida no valor de R$ 6.366,94 contestada há 14 dias e o Inter não retornou com nenhuma resposta."
2588,2023-01-17,AP,Norte,Bancos e Cartões,Resolvida,"Tomei um empréstimo no Banco do Brasil e os juros foram aplicados em valor diferente do contratado — pagaria R$ 478, ta vindo R$ 211."
2589,2023-06-20,AL,Nordeste,Telecomunicações,Não resolvida,ruim
2590,2023-02-25,PR,Sul,Energia Elétrica,Em análise,"minha conta de luz veio R$ 97 mil, mes passado tinha vindo 200, ngm explica oq aconteceu, ja liguei na Cemig e disseram que ta tudo certo, mas como pode??"
2591,2024-02-26,SP,Sudeste,Bancos e Cartões,Sem resposta da empresa,Eu tive uma compra nunca reconhecida no valor de R$ 110 contestada há 30 dias e o Bradesco não retornou com nenhuma resposta
2592,2024-05-26,SP,Sudeste,Comércio Eletrônico,Não resolvida,"Eu comprei um geladeira na Americanas, paguei R$ 97 mil, e o produto chegou diferente do anunciado. Inclusive já tentei resolver pela central e fui ignorado."
2593,2023-06-15,BA,Nordeste,Transporte Aéreo,Não resolvida,"voo atrasou 8 horas, perdi conexao, a Azul nao deu nem agua direito, isso é desrespeito com o consumidor"
2594,2024-09-18,AM,Norte,Bancos e Cartões,Não resolvida,péssimo banco
2595,2024-08-25,ES,Sudeste,Comércio Eletrônico,Resolvida,"Olá, o produto chegou com defeito e a Americanas insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC.  Vou registrar no Procon. Por favor entrem em contato no e-mail maria.silva@gmail.com."
2596,2024-02-28,SC,Sul,Bancos e Cartões,Sem resposta da empresa,Solicitei o cancelamento do meu cartão de crédito no aplicativo do Bradesco e continuei recebendo cobranças de anuidade.  Espero solução urgente.
2597,2024-03-24,AM,Norte,Bancos e Cartões,Não resolvida,"Bom dia, fui ao caixa eletrônico do Bradesco no dia 05-02-2024 e a máquina engoliu meu cartão sem fornecer recibo. Já procurei a agência e ninguém deu solução."
2598,2023-03-02,SP,Sudeste,Bancos e Cartões,Resolvida,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
2599,2023-02-19,SP,Sudeste,Transporte Aéreo,Não resolvida,"voo atrasou 8 horas, perdi conexao, a Gol nao deu nem agua direito, isso é desrespeito com o consumidor.  Quero cancelar tudo agora."
2600,2023-10-16,MA,Nordeste,Saúde — Planos,Resolvida,"Bom dia, o Bradesco Saúde cancelou meu plano alegando inadimplência, mas tenho todos os comprovantes de pagamento em dia.  Vou registrar no Procon. Meu CPF é 987.654.321-11 para confirmação."
2601,2024-06-17,MA,Nordeste,Seguros,Sem resposta da empresa,A Porto Seguro não respondeu ao meu protocolo nº 5878620. Meu telefone para retorno: (21) 91234-5678.
2602,2024-04-12,RN,Nordeste,Comércio Eletrônico,Resolvida,
2603,2023-07-04,SP,Sudeste,Telecomunicações,Em análise,"Solicitei o cancelamento do plano em 12/01/24 e continuei sendo cobrado. Já enviei e-mail, liguei na central e nada foi feito."
2604,2023-05-31,SP,Sudeste,Saneamento,Sem resposta da empresa,A Cedae naum respondeu ao meu protocolo nº 8319864.
2605,2023-05-18,SC,Sul,Educação,Resolvida,"Boa noite, atendimento da Estácio é ruim demais, ninguem resolve nada."
2606,2023-11-06,MA,Nordeste,Bancos e Cartões,Não resolvida,"O aplicativo do Itaú fica fora do ar há 60 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
2607,2024-09-24,RJ,Sudeste,Telecomunicações,Resolvida,A internet caiu há 60 dias e a Net naum dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.  Vou registrar no Procon.
2608,2023-01-22,CE,Nordeste,Energia Elétrica,Resolvida,"Recebi conta de luz com valor de R$ 86 mil este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Celpe nunca explica."
2609,2024-09-25,SP,Sudeste,Comércio Eletrônico,Resolvida,"comprei uma TV de 195,37 reais na Magazine Luiza e quando chegou tava toda quebrada, mandei a foto e ngm resolve"
2610,2023-07-20,CE,Nordeste,Telecomunicações,Não resolvida,Contratei portabilidade da Vivo para a Claro e fiquei 5 dias sem linha funcionando. Perdi negócios importantes nesse período.  Atenciosamente.
2611,2023-08-24,PR,Sul,Bancos e Cartões,Resolvida,Solicitei o cancelamento do meu cartão de crédito no aplicativo do Banco do Brasil e continuei recebendo cobranças de anuidade.  Aguardo retorno.
2612,2024-02-20,PA,Norte,Comércio Eletrônico,Não resolvida,"Olá, cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, não recebi o estorno de R$ 2.514,82."
2613,2024-01-01,TO,Norte,Saneamento,Resolvida,Tenho problemas recorrentes com a Cedae há meses. Já não confio mais. 😡
2614,2024-06-18,PE,Nordeste,Energia Elétrica,Resolvida,"Recebi conta de luz com valor de R$ 219 este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Celpe não explica."
2615,2023-06-30,SP,Sudeste,Seguros,Sem resposta da empresa,Tenho problemas recorrentes com a SulAmérica há meses. Eu já nunca confio mais.
2616,2023-03-25,RJ,Sudeste,Telecomunicações,Resolvida,A internet caiu há 7 dias e a SKY não dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.  Espero solução urgente.
2617,2023-09-22,MG,Sudeste,Telecomunicações,Resolvida,"SKY cobrou 2 faturas duplicadas no meu cartao, ja contestei e ninguem resolve, isso nao pode ser certo"
2618,2024-06-05,RR,Norte,Energia Elétrica,Não resolvida,
2619,2024-02-01,PI,Nordeste,Comércio Eletrônico,Resolvida,Recebi o produto errado da Submarino: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna.
2620,2024-07-30,RN,Nordeste,Energia Elétrica,Resolvida,"ta sem luz aqui no bairro a 2 dias, perdi tudo que tinha na geladeira e a CPFL nao da satisfação"
2621,2024-01-18,RS,Sul,Educação,Resolvida,A Estácio não respondeu ao meu protocolo nº 8193722.  Estou indignado.
2622,2024-06-03,SP,Sudeste,Educação,Resolvida,"Atendimento da Yduqs é ruim demais, ninguém resolve nada."
2623,2023-07-19,SP,Sudeste,Telecomunicações,Resolvida,"SUPER SUPER INDIGNADA COM A Claro!! COBRANÇA INDEVIDA HÁ MESES E O ATENDIMENTO É PÉSSIMO. QUERO O ESTORNO IMEDIATO DOS R$ 545,39 COBRADOS!!!"
2624,2024-02-23,SC,Sul,Comércio Eletrônico,Em análise,Comprei um produto na Americanas no dia 08-10-2023 e até agora não recebi. O prazo era de 10 dias e já se passaram 25.  Não recomendo a empresa.
2625,2024-06-21,DF,Centro-Oeste,Telecomunicações,Não resolvida,"Liguei pra Oi pra pedir suporte tecnico e ninguem entende oq eu falo, parece q tao lendo um script, ja perdi a tarde inteira 💸👎"
2626,2024-07-08,BA,Nordeste,Telecomunicações,Resolvida,A internet caiu há 60 dias e a Tim não dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.  Vou registrar no Procon. Meu telefone para retorno: (31) 99988-7766.
2627,2023-04-13,MG,Sudeste,Energia Elétrica,Resolvida,ESTOU SEM LUZ HÁ 3 DIAS!!!!!!!!!!!! TEMOS IDOSOS EM CASA QUE PRECISAM DE EQUIPAMENTOS LIGADOS!!!!!!!!!!!! É UMA QUESTÃO DE SAÚDE!!!!!!!!!!!!
2628,2023-07-31,MG,Sudeste,Comércio Eletrônico,Não resolvida,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
2629,2024-06-12,MG,Sudeste,Telecomunicações,Sem resposta da empresa,"Prezados, contratei portabilidade da Claro para a Oi e fiquei 45 dias sem linha funcionando. Perdi negócios importantes nesse período."
2630,2024-06-17,RJ,Sudeste,Seguros,Resolvida,"Atendimento da SulAmérica é péssimo, ninguém resolve nada."
2631,2024-07-23,SP,Sudeste,Bancos e Cartões,Resolvida,"tava tentando fazer pix e o app ta fora do ar a horas, perdi o prazo de pagamento de boleto e agora vão me cobrar multa, isso é justo?? Meu telefone para retorno: (11) 98765-4321."
2632,2024-03-26,PA,Norte,Comércio Eletrônico,Não resolvida,"Boa noite, recebi o produto errado da Mercado Livre: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna. Meu CPF é 987.654.321-11 para confirmação."
2633,2024-10-10,GO,Centro-Oeste,Energia Elétrica,Resolvida,"minha conta de luz veio R$ 83 mil, mes passado tinha vindo 200, ngm explica oq aconteceu, ja liguei na Enel e disseram que ta tudo certo, mas como pode??"
2634,2024-05-08,RN,Nordeste,Telecomunicações,Sem resposta da empresa,"Bom dia, contratei o plano de internet de 600 mega da SKY no dia 18-08-2023 e até hoje a velocidade não passa de 20 mega. Inclusive já fiz três protocolos e ninguém resolve."
2635,2023-08-12,SC,Sul,Seguros,Não resolvida,"Atendimento da Bradesco Seguros é péssimo, ninguém resolve nada. 😭"
2636,2023-11-30,BA,Nordeste,Comércio Eletrônico,Resolvida,"Comprei um geladeira na Casas Bahia, paguei R$ 74 mil, e o produto chegou diferente do anunciado. Já tentei resolver pela central e fui ignorado.  Vou processar a empresa."
2637,2023-11-01,RS,Sul,Telecomunicações,Não resolvida,"Solicitei o cancelamento do plano em 02.07.2023 e continuei sendo cobrado. Inclusive já enviei e-mail, liguei na central e nada foi feito."
2638,2024-07-06,AL,Nordeste,Bancos e Cartões,Em análise,"Tomei um empréstimo no Nubank e os juros foram aplicados em valor diferente do contratado — pagaria R$ 24 mil, ta vindo R$ 108."
2639,2023-11-13,MG,Sudeste,Bancos e Cartões,Em análise,Fui ao caixa eletrônico do Nubank no dia 21/01/2023 e a máquina engoliu meu cartão sem fornecer recibo. Já procurei a agência e ninguém deu solução.
2640,2024-07-01,CE,Nordeste,Bancos e Cartões,Resolvida,péssimo banco
2641,2023-09-02,SP,Sudeste,Comércio Eletrônico,Resolvida,"Cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, não recebi o estorno de R$ 45,38."
2642,2024-08-01,RJ,Sudeste,Bancos e Cartões,Em análise,A taxa de juros do cheque especial saltou de 3% para 18% sem aviso prévio. Me sinto enganada como cliente há mais de 20 anos.
2643,2024-06-27,RS,Sul,Telecomunicações,Em análise,
2644,2023-11-22,SC,Sul,Comércio Eletrônico,Não resolvida,horrível
2645,2023-09-27,SE,Nordeste,Comércio Eletrônico,Resolvida,"Prezados, comprei um produto na Amazon no dia 25 de abril e até agora nunca recebi. O prazo era de 10 dias e já se passaram 25.  Espero solução urgente."
2646,2023-03-22,AL,Nordeste,Comércio Eletrônico,Não resolvida,O produto chegou com defeito e a Mercado Livre insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC.
2647,2024-03-17,SP,Sudeste,Educação,Em análise,"Atendimento da Estácio é péssimo, ninguém resolve nada."
2648,2023-11-13,SE,Nordeste,Saúde — Planos,Em análise,"Bradesco Saúde demorou 10 dias pra autorizar uma cirurgia de urgencia, isso é jogar com a vida das pessoas 😩"
2649,2023-10-16,PR,Sul,Comércio Eletrônico,Resolvida,"comprei pra presentear, chegou ATRASADO E QUEBRADO, ja fiz protocolo umas 5 vezes na Shopee.  Atenciosamente."
2650,2024-08-03,RN,Nordeste,Energia Elétrica,Em análise,"Solicitei religação após pagamento da fatura no dia 07.01.2024 e até hoje, 5 dias depois, sigo sem energia. Meu CPF é 987.654.321-11 para confirmação."
2651,2023-09-30,BA,Nordeste,Educação,Resolvida,A Kroton não respondeu ao meu protocolo nº 9542077.
2652,2024-07-18,RJ,Sudeste,Telecomunicações,Em análise,"Solicitei o estorno do valor R$ 86

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
2653,2024-01-11,BA,Nordeste,Telecomunicações,Não resolvida,
2654,2024-03-25,SP,Sudeste,Saneamento,Não resolvida,Tenho problemas recorrentes com a Cedae há meses. Já não confio mais.  Atenciosamente.
2655,2024-12-08,RS,Sul,Saúde — Planos,Não resolvida,"Boa tarde, estou tentando agendar uma consulta com cardiologista pelo Bradesco Saúde há 6 meses e nunca há vagas em nenhum dos prestadores credenciados."
2656,2024-05-27,GO,Centro-Oeste,Energia Elétrica,Sem resposta da empresa,"Boa noite, recebi conta de luz com valor de R$ 5.841,77 este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Celpe nunca explica."
2657,2024-08-30,GO,Centro-Oeste,Telecomunicações,Não resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 553,49 aparece na minha fatura há 2 meses.  Estou indignado."
2658,2024-05-15,GO,Centro-Oeste,Telecomunicações,Sem resposta da empresa,"Solicitei o estorno do valor R$ 174,39

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
2659,2024-08-17,SP,Sudeste,Comércio Eletrônico,Resolvida,O produto chegou com defeito e a Mercado Livre insiste q eu pague o frete da devolução. Isso é ilegal segundo o CDC.
2660,2023-07-10,SP,Sudeste,Imobiliário,Sem resposta da empresa,"Bom dia, a MRV não respondeu ao meu protocolo nº 7815319."
2661,2023-03-19,SP,Sudeste,Telecomunicações,Não resolvida,"Boa tarde, meu plano de telefonia da Tim parou de funcionar após uma atualização do sistema, e há 10 dias não consigo fazer ligações."
2662,2023-06-15,PR,Sul,Energia Elétrica,Não resolvida,A luz caiu na minha rua às 09h34 de 26/07/2024 e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.  Aguardo retorno.
2663,2023-05-04,PA,Norte,Telecomunicações,Resolvida,"fala que tem 500 mega mas chega aqui em casa 15 mega no maximo, isso e propaganda enganosa nao? quero meu dinhero de volta"
2664,2024-09-13,DF,Centro-Oeste,Telecomunicações,Não resolvida,"Solicitei o cancelamento do plano em 05-08-2023 e continuei sendo cobrado. Já enviei e-mail, liguei na central e nada foi feito."
2665,2024-01-05,DF,Centro-Oeste,Bancos e Cartões,Resolvida,"Tomei um empréstimo no Itaú e os juros foram aplicados em valor diferente do contratado — pagaria R$ 82 mil, está vindo R$ 1.117,73.  Não recomendo a empresa."
2666,2024-02-28,SP,Sudeste,Seguros,Em análise,Tenho problemas recorrentes com a Porto Seguro há meses. Já não confio mais. 😤🤬
2667,2023-04-19,SC,Sul,Telecomunicações,Não resolvida,"fala que tem 600 mega mas chega aqui em casa 10 mega no maximo, isso e propaganda enganosa nao? quero meu dinhero de volta"
2668,2023-01-26,PI,Nordeste,Comércio Eletrônico,Resolvida,0/10
2669,2024-10-08,RS,Sul,Bancos e Cartões,Em análise,"tava tentando fazer pix e o app ta fora do ar a horas, perdi o prazo de pagamento de boleto e agora vão me cobrar multa, isso é justo??"
2670,2024-07-10,SC,Sul,Telecomunicações,Sem resposta da empresa,Contratei portabilidade da Claro para a SKY e fiquei 90 dias sem linha funcionando. Perdi negócios importantes nesse período.  Atenciosamente.
2671,2023-07-30,DF,Centro-Oeste,Telecomunicações,Resolvida,ESTOU SEM INTERNET HÁ 90 DIAS E A Vivo NÃO MANDA TÉCNICO!!! ISSO É UM ABSURDO!!! TENHO REUNIÕES IMPORTANTES E NINGUÉM RESOLVE.  Já não tenho paciência.
2672,2023-10-04,SP,Sudeste,Bancos e Cartões,Resolvida,"Solicitei a portabilidade do meu salário para o Nubank em 10 de março e até hoje, 90 dias depois, o processo jamais foi concluído."
2673,2024-07-19,CE,Nordeste,Telecomunicações,Resolvida,Contratei o plano de internet de 500 mega da Vivo no dia 27.06.2023 e até até hoje a velocidade não passa de 30 mega. Já fiz três protocolos e ninguém resolve.
2674,2024-07-01,RS,Sul,Telecomunicações,Resolvida,"to com problema com a Vivo a 5 messes ja, internet ruim e ngm resolve, ja paguei tudo direitinho mas o servico continua pessimo. ja perdi a paciencia"
2675,2023-02-14,PA,Norte,Bancos e Cartões,Não resolvida,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
2676,2024-01-21,MG,Sudeste,Transporte Aéreo,Não resolvida,Minha bagagem foi extraviada no voo de 04/08/2023 e a LATAM se recusa a indenizar pelo valor declarado.
2677,2023-07-31,BA,Nordeste,Telecomunicações,Não resolvida,"Boa tarde, a internet caiu há 7 dias e a Oi não dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades."
2678,2023-01-08,RS,Sul,Telecomunicações,Não resolvida,"Bom dia, claro cobrou 6 faturas duplicadas no meu cartao, ja contestei e ninguem resolve, isso nao pode ser certo"
2679,2024-11-18,PE,Nordeste,Saneamento,Não resolvida,Tenho problemas recorrentes com a Sanepar há meses. Inclusive já não confio mais.
2680,2023-10-05,DF,Centro-Oeste,Telecomunicações,Não resolvida,Contratei o plano de internet de 600 mega da Vivo no dia 06/06/2024 e até hoje a velocidade jamais passa de 15 mega. Já fiz três protocolos e ninguém resolve.  Estou indignado. Por favor entrem em contato no e-mail joaopedro123@hotmail.com.
2681,2023-08-07,PA,Norte,Telecomunicações,Resolvida,"to com problema com a SKY a 10 messes ja, internet ruim e ngm resolve, ja paguei tudo direitinho mas o servico continua pessimo. ja perdi a paciencia"
2682,2023-08-29,ES,Sudeste,Saúde — Planos,Não resolvida,"Unimed demorou 45 dias pra autorizar uma cirurgia de urgencia, isso é jogar com a vida das pessoas"
2683,2023-09-22,SC,Sul,Telecomunicações,Não resolvida,"cancelei o plano e continuam cobrando, ja é a 3a vez q ligo, ng resolve, vc descontam direto do meu cartao e eu nao consigo bloquear"
2684,2023-04-03,ES,Sudeste,Bancos e Cartões,Resolvida,Tive uma compra não reconhecida no valor de R$ 297 contestada há 7 dias e o Caixa não retornou com nenhuma resposta.
2685,2024-04-26,MG,Sudeste,Telecomunicações,Resolvida,uma decepção
2686,2023-09-04,DF,Centro-Oeste,Saneamento,Não resolvida,Tenho problemas recorrentes com a Caesb há meses. Já não confio mais.
2687,2024-12-05,RS,Sul,Telecomunicações,Sem resposta da empresa,"Boa tarde, meu plano de telefonia da Claro parou de funcionar após uma atualização do sistema, e há 10 dias não consigo fazer ligações.  Aguardo retorno."
2688,2023-12-13,SP,Sudeste,Imobiliário,Em análise,"Atendimento da Tenda é horrível, ninguém resolve nada."
2689,2023-05-26,RJ,Sudeste,Comércio Eletrônico,Em análise,FAZ 60 DIAS QUE NÃO RECEBO MEU PEDIDO!!! A Casas Bahia É UMA VERGONHA!!! VOU ENTRAR NA JUSTIÇA!!!
2690,2023-11-25,GO,Centro-Oeste,Comércio Eletrônico,Em análise,"produto nao chegou no prazo, ja faz 1 mes do prazo de entrega, queria bastante esse tablet pro aniversario do meu filho"
2691,2024-02-28,AM,Norte,Energia Elétrica,Resolvida,"minha conta de luz veio R$ 30,31, mes passado tinha vindo 200, ngm explica oq aconteceu, ja liguei na Celpe e disseram que ta tudo certo, mas como pode??"
2692,2024-09-04,PE,Nordeste,Bancos e Cartões,Sem resposta da empresa,A taxa de juros do cheque especial saltou de 5% para 10% sem aviso prévio. Me sinto enganada como cliente há mais de 3 anos.  Vou processar a empresa. 😡
2693,2024-03-08,PA,Norte,Comércio Eletrônico,Resolvida,Comprei um iPhone 13 na Mercado Livre paguei R$ 98111 e o produto chegou diferente do anunciado Já tentei resolver pela central e fui ignorado
2694,2024-01-02,SC,Sul,Telecomunicações,Sem resposta da empresa,
2695,2024-07-06,CE,Nordeste,Educação,Sem resposta da empresa,Tenho problemas recorrentes com a Kroton há meses. Eu já não confio mais.  Espero solução urgente.
2696,2023-04-26,BA,Nordeste,Transporte Aéreo,Resolvida,péssima companhia
2697,2024-04-26,RN,Nordeste,Saúde — Planos,Em análise,"Bom dia, meu plano de saúde Amil negou autorização para um exame solicitado pelo médico em 05-12-2023. Sem justificativa adequada. 😠😤"
2698,2023-04-12,MG,Sudeste,Seguros,Não resolvida,Tenho problemas recorrentes com a Porto Seguro há meses. Já não confio mais.  Aguardo retorno.
2699,2024-05-15,RO,Norte,Telecomunicações,Resolvida,"fala que tem 500 mega mas chega aqui em casa 25 mega no maximo, isso e propaganda enganosa nao? quero meu dinhero de volta"
2700,2023-08-27,PR,Sul,Telecomunicações,Resolvida,"fala que tem 300 mega mas chega aqui em casa 20 mega no maximo, isso e propaganda enganosa nao? quero meu dinhero de volta"
2701,2024-06-09,PR,Sul,Telecomunicações,Não resolvida,
2702,2023-12-29,TO,Norte,Bancos e Cartões,Resolvida,"Solicitei o estorno do valor R$ 11 mil

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
2703,2023-04-21,BA,Nordeste,Saneamento,Não resolvida,Tenho problemas recorrentes com a Cedae há meses. Já nunca confio mais.  Aguardo retorno.
2704,2024-10-20,PR,Sul,Comércio Eletrônico,Resolvida,Comprei um produto na Magazine Luiza no dia 17/09/24 e até agora naum recebi. O prazo era de 10 dias e já se passaram 25.  Já naum tenho paciência. 😤😩
2705,2024-03-12,PE,Nordeste,Bancos e Cartões,Resolvida,A taxa de juros do cheque especial saltou de 5% para 14% sem aviso prévio. Me sinto enganada como cliente há mais de 20 anos.
2706,2024-12-03,SP,Sudeste,Bancos e Cartões,Resolvida,"Solicitei a portabilidade do meu salário para o Caixa em 9 de julho e até hoje, 90 dias depois, o processo naum foi concluído.  Espero solução urgente."
2707,2023-10-31,RJ,Sudeste,Comércio Eletrônico,Resolvida,Comprei um produto na Shopee no dia 04/03/23 e até agora não recebi. O prazo era de 10 dias e já se passaram 25.
2708,2023-09-21,CE,Nordeste,Telecomunicações,Resolvida,"cancelei o plano e continuam cobrando, ja é a 4a vez q ligo, ng resolve, vc descontam direto do meu cartao e eu nao consigo bloquear.  Atenciosamente."
2709,2024-05-29,PR,Sul,Bancos e Cartões,Resolvida,"ROUBARAM MEU CARTÃO E O Banco do Brasil NÃO QUER ESTORNAR!!!!!!!!!!!! 5 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 121,28!!!!!!!!!!!! ABSURDO!!!!!!!!!!!!"
2710,2023-04-08,RR,Norte,Bancos e Cartões,Sem resposta da empresa,Worst customer service ever. I tried to contact them five times with no answer. I want a refund.
2711,2023-08-09,RN,Nordeste,Comércio Eletrônico,Sem resposta da empresa,"Cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, naum recebi o estorno de R$ 191,53."
2712,2024-11-28,TO,Norte,Comércio Eletrônico,Não resolvida,"comprei uma TV de 281 reais na Americanas e quando chegou tava toda quebrada, mandei a foto e ngm resolve"
2713,2024-04-15,CE,Nordeste,Telecomunicações,Em análise,Boa noite contratei portabilidade da Oi para a SKY e fiquei 14 dias sem linha funcionando Perdi negócios importantes nesse período
2714,2023-03-20,BA,Nordeste,Telecomunicações,Resolvida,"Liguei pra Oi pra pedir suporte tecnico e ninguem entende oq eu falo, parece q tao lendo um script, ja perdi a tarde inteira"
2715,2023-12-09,RJ,Sudeste,Comércio Eletrônico,Sem resposta da empresa,péssima loja
2716,2024-05-29,PB,Nordeste,Energia Elétrica,Sem resposta da empresa,ESTOU SEM LUZ HÁ 3 DIAS!!!!!!!!!!!! TEMOS IDOSOS EM CASA QUE PRECISAM DE EQUIPAMENTOS LIGADOS!!!!!!!!!!!! É UMA QUESTÃO DE SAÚDE!!!!!!!!!!!!
2717,2024-05-11,RS,Sul,Comércio Eletrônico,Resolvida,O produto chegou com defeito e a Mercado Livre insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC.
2718,2023-12-18,PE,Nordeste,Transporte Aéreo,Resolvida,ok
2719,2023-04-18,PA,Norte,Bancos e Cartões,Não resolvida,.
2720,2024-01-02,RJ,Sudeste,Transporte Aéreo,Sem resposta da empresa,horrível
2721,2023-12-13,MG,Sudeste,Bancos e Cartões,Resolvida,"fizeram cobrança indevida no meu cartão, valor R$ 5.263,59, ja contestei 5 vezes e nada do banco Bradesco responder, parece que tao querendo q eu desista"
2722,2024-11-18,GO,Centro-Oeste,Energia Elétrica,Não resolvida,"ta sem luz aqui no bairro a 2 dias, perdi tudo q tinha na geladeira e a Coelba nao da satisfação"
2723,2023-03-28,SP,Sudeste,Telecomunicações,Em análise,A internet caiu há 20 dias e a Claro naum dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.
2724,2024-10-23,AM,Norte,Comércio Eletrônico,Resolvida,"Boa tarde, recebi o produto errado da Shopee: pedi um notebook e veio um carregador. Solicitei a troca há duas esses dias e ninguém retorna."
2725,2023-12-03,RS,Sul,Energia Elétrica,Em análise,Solicitei religação após pagamento da fatura no dia 13/07/24 e até hoje 5 dias depois sigo sem energia
2726,2023-11-21,SP,Sudeste,Telecomunicações,Resolvida,ESTOU SEM INTERNET HÁ 10 DIAS E A Vivo NÃO MANDA TÉCNICO!!! ISSO É UM ABSURDO!!! TENHO REUNIÕES IMPORTANTES E NINGUÉM RESOLVE!!!
2727,2024-11-12,SP,Sudeste,Telecomunicações,Resolvida,"Boa noite, contratei portabilidade da Vivo para a Tim e fiquei 20 dias sem linha funcionando. Perdi negócios importantes nesse período."
2728,2024-06-09,MS,Centro-Oeste,Bancos e Cartões,Resolvida,"Tomei um empréstimo no Nubank e os juros foram aplicados em valor diferente do contratado — pagaria R$ 2.540,87, está vindo R$ 238. Por favor entrem em contato no e-mail carlos@uol.com.br."
2729,2024-03-26,SP,Sudeste,Energia Elétrica,Resolvida,A luz caiu na minha rua às 01h04 de 18-08-2024 e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.
2730,2024-02-23,MG,Sudeste,Telecomunicações,Resolvida,"cancelei o plano e continuam cobrando, ja é a 4a vez q ligo, ng resolve, vc descontam direto do meu cartao e eu nao consigo bloquear"
2731,2023-05-29,BA,Nordeste,Telecomunicações,Resolvida,"Boa tarde, estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 2.101,60 aparece na minha fatura há 10 meses."
2732,2023-02-21,RJ,Sudeste,Educação,Sem resposta da empresa,Tenho problemas recorrentes com a Anhanguera há meses. Já jamais confio mais.  Quero cancelar tudo agora.
2733,2024-04-27,SP,Sudeste,Bancos e Cartões,Em análise,Fui ao caixa eletrônico do Santander no dia 15/08/2024 e a máquina engoliu meu cartão sem fornecer recibo. Inclusive já procurei a agência e ninguém deu solução.
2734,2023-12-02,AM,Norte,Transporte Aéreo,Não resolvida,"voo atrasou 8 horas, perdi conexao, a LATAM nao deu nem agua direito, isso é desrespeito com o consumidor"
2735,2023-08-20,MG,Sudeste,Telecomunicações,Não resolvida,Contratei portabilidade da Oi para a Vivo e fiquei 10 dias sem linha funcionando. Perdi negócios importantes nesse período.
2736,2023-07-03,ES,Sudeste,Energia Elétrica,Resolvida,Recebi conta de luz com valor de R$ 9371 este mês — três vezes maior que a média histórica mesmo sem mudança de hábitos A Celpe não explica  Vou processar a empresa 😩
